cpc;qid
G07969;-
G07970;-
G07971;-
G07972;-
G07973;-
G07974;-
G07975;-
G07977;NIL
G07978;-
G07979;-
G07980;-
G07981;-
G07982;-
G07983;-
G07985;NIL
G07986;-
G07987;-
G07988;-
G07990;-
G07991;-
G07994;-
G07995;-
G07996;-
G07997;-
G07998;-
G07999;-
G08000;-
G08001;-
G08002;-
G08004;-
G08009;-
G08010;-
G08011;-
G08013;-
G08014;-
G08015;-
G08016;-
G08017;-
G08019;-
G08020;-
G08021;-
G08022;NIL
G08023;-
G08024;-
G08025;-
G08026;-
G08028;-
G08030;-
G08032;-
G08034;-
G08035;-
G08036;-
G08038;-
G08039;-
G08041;NIL
G08042;-
G08044;-
G08045;-
G08046;-
G08047;-
G08049;-
G08050;-
G08051;-
G08053;-
G08054;NIL
G08055;-
G08056;-
G08057;-
G08060;NIL
G08062;-
G08063;-
G08064;-
G08065;-
G08066;-
G08068;NIL
G08069;-
G08070;-
G08071;-
G08073;-
G08074;-
G08075;-
G08077;-
G08078;-
G08079;-
G08080;-
G08081;-
G08082;-
G08083;-
G08084;NIL
G08085;-
G08086;-
G08087;-
G08089;-
G08091;-
G08092;-
G08093;-
G08094;-
G08095;-
G08096;-
G08097;-
G08098;-
G08099;-
G08100;-
G08101;-
G08103;-
G08104;-
G08105;-
G08106;-
G08107;-
G08108;-
G08109;-
G08110;-
G08111;-
G08112;-
G08114;-
G08115;-
G08117;-
G08118;-
G08119;-
G08120;-
G08121;NIL
G08122;-
G08123;-
G08124;-
G08125;NIL
G08126;-
G08127;-
G08129;-
G08130;-
G08131;-
G08132;-
G08133;NIL
G08135;-
G08136;-
G08143;-
G08145;-
G08149;-
G08150;-
G08151;-
G08153;NIL
G08154;-
G08156;-
G08157;-
G08159;-
G08160;-
G08161;-
G08162;-
G08163;-
G08164;-
G08166;-
G08167;-
G08171;-
G08172;-
G08173;-
G08174;-
G08175;-
G08176;NIL
G08177;-
G08178;-
G08179;-
G08180;-
G08181;-
G08182;-
G08183;-
G08184;-
G08185;-
G08186;-
G08187;-
G08188;NIL
G08189;-
G08190;-
G08191;Q4015397
G08192;-
G08193;-
G08194;-
G08195;-
G08196;-
G08199;-
G08200;-
G08201;-
G08203;-
G08205;NIL
G08207;-
G08208;-
G08209;-
G08210;-
G08211;-
G08212;-
G08213;-
G08214;-
G08215;-
G08216;-
G08217;-
G08219;-
G08220;-
G08221;-
G08222;-
G08224;-
G08225;-
G08226;-
G08227;-
G08228;-
G08229;-
G08230;-
G08232;-
G08233;-
G08234;-
G08235;-
G08237;-
G08238;-
G08239;-
G08240;-
G08241;-
G08242;-
G08243;-
G08244;-
G08245;-
G08246;-
G08247;-
G08248;-
G08249;-
G08250;-
G08251;-
G08252;NIL
G08253;-
G08255;-
G08256;-
G08257;-
G08258;-
G08261;-
G08262;-
G08263;-
G08265;-
G08266;-
G08267;-
G08268;-
G08269;-
G08271;-
G08272;NIL
G08273;-
G08275;-
G08276;-
G08277;-
G08279;-
G08281;-
G08283;-
G08284;-
G08285;-
G08286;-
G08287;-
G08289;-
G08293;-
G08294;-
G08298;-
G08301;-
G08302;-
G08303;-
G08304;-
G08306;-
G08307;-
G08308;-
G08309;-
G08310;-
G08313;-
G08314;-
G08317;-
G08318;-
G08320;-
G08321;-
G08322;-
G08323;-
G08325;-
G08326;-
G08327;-
G08330;-
G08331;-
G08332;NIL
G08333;-
G08334;-
G08337;-
G08338;-
G08339;-
G08341;-
G08342;-
G08343;-
G08344;-
G08345;-
G08346;-
G08347;-
G08352;-
G08353;-
G08354;-
G08355;-
G08356;NIL
G08357;-
G08358;-
G08359;-
G08360;-
G08361;-
G08362;-
G08363;-
G08365;-
G08366;-
G08367;NIL
G08368;-
G08369;-
G08370;-
G08371;-
G08372;-
G08374;-
G08375;-
G08382;-
G08383;-
G08388;-
G08389;-
G08390;-
G08392;-
G08393;-
G08394;NIL
G08395;-
G08398;-
G08399;-
G08400;-
G08401;-
G08402;-
G08403;-
G08404;-
G08405;-
G08406;-
G08407;-
G08411;NIL
G08412;-
G08413;NIL
G08414;-
G08415;-
G08416;-
G08417;-
G08418;-
G08419;-
G08420;-
G08421;-
G08422;-
G08424;-
G08425;-
G08426;-
G08427;-
G08428;-
G08429;-
G08430;-
G08431;NIL
G08432;-
G08433;-
G08434;-
G08436;NIL
G08437;-
G08439;-
G08440;-
G08441;-
G08444;-
G08445;-
G08446;-
G08447;-
G08448;-
G08449;-
G08451;-
G08452;-
G08453;-
G08454;NIL
G08455;-
G08456;-
G08458;-
G08459;-
G08460;-
G08461;NIL
G08462;-
G08464;-
G08465;-
G08466;-
G08467;-
G08468;-
G08469;-
G08470;-
G08472;-
G08473;-
G08475;-
G08476;NIL
G08477;-
G08478;-
G08479;-
G08481;NIL
G08482;-
G08483;-
G08484;-
G08485;-
G08487;-
G08488;-
G08489;-
G08490;-
G08491;-
G08492;NIL
G08493;-
G08494;-
G08495;-
G08496;-
G08498;-
G08500;-
G08501;-
G08502;-
G08503;-
G08504;-
G08505;-
G08506;-
G08507;-
G08508;-
G08509;-
G08510;-
G08511;-
G08512;-
G08514;-
G08515;-
G08516;-
G08517;-
G08519;-
G08521;-
G08525;-
G08526;-
G08527;-
G08528;-
G08533;-
G08535;-
G08536;-
G08537;-
G08539;-
G08540;-
G08541;-
G08542;-
G08543;-
G08544;-
G08545;-
G08547;-
G08549;-
G08550;-
G08551;-
G08552;-
G08553;-
G08554;-
G08555;-
G08556;-
G08557;-
G08558;-
G08559;-
G08561;-
G08564;-
G08566;-
G08567;-
G08568;-
G08569;-
G08570;-
G08571;-
G08572;-
G08573;-
G08574;-
G08575;-
G08576;-
G08577;-
G08578;-
G08579;-
G08580;-
G08581;-
G08583;-
G08585;-
G08586;-
G08588;-
G08589;-
G08592;-
G08595;-
G08596;-
G08598;-
G08599;-
G08600;-
G08601;NIL
G08603;-
G08605;-
G08606;-
G08608;-
G08609;-
G08611;-
G08612;-
G08613;-
G08614;-
G08615;-
G08616;-
G08617;NIL
G08618;-
G08621;-
G08622;-
G08623;-
G08625;-
G08626;-
G08628;-
G08629;-
G08630;-
G08631;-
G08632;-
G08633;-
G08634;-
G08635;-
G08636;-
G08637;-
G08638;-
G08639;-
G08641;-
G08642;-
G08643;-
G08644;-
G08645;-
G08646;-
G08647;-
G08649;-
G08653;-
G08655;-
G08656;-
G08657;-
G08658;-
G08659;-
G08660;-
G08661;-
G08664;-
G08665;-
G08667;-
G08668;-
G08672;-
G08673;NIL
G08676;-
G08677;-
G08678;-
G08679;-
G08680;-
G08681;-
G08682;-
G08683;-
G08684;NIL
G08685;-
G08686;-
G08687;-
G08688;-
G08689;-
G08690;-
G08691;-
G08693;-
G08694;-
G08695;-
G08696;-
G08697;NIL
G08698;NIL
G08699;-
G08700;-
G08701;-
G08702;-
G08708;-
G08709;-
G08710;-
G08711;-
G08713;-
G08714;-
G08715;-
G08716;-
G08717;-
G08718;-
G08719;-
G08720;-
G08722;-
G08725;-
G08727;-
G08729;-
G08730;-
G08731;-
G08734;-
G08735;-
G08736;NIL
G08737;-
G08738;-
G08739;-
G08740;-
G08741;-
G08742;-
G08743;-
G08744;-
G08745;-
G08746;-
G08747;-
G08748;-
G08749;-
G08750;NIL
G08751;-
G08752;-
G08753;-
G08754;-
G08755;-
G08756;-
G08757;-
G08759;-
G08760;-
G08761;-
G08762;-
G08763;-
G08764;-
G08765;-
G08766;-
G08768;-
G08769;-
G08770;-
G08771;-
G08772;-
G08773;-
G08774;-
G08775;-
G08776;NIL
G08777;-
G08778;-
G08780;-
G08783;-
G08785;-
G08786;-
G08788;-
G08789;-
G08790;-
G08791;-
G08792;-
G08794;-
G08795;-
G08796;-
G08798;-
G08799;-
G08800;-
G08801;-
G08802;-
G08803;NIL
G08804;-
G08805;-
G08806;-
G08807;-
G08808;-
G08809;-
G08810;-
G08811;-
G08812;-
G08814;-
G08815;NIL
G08816;-
G08818;-
G08819;-
G08820;-
G08821;-
G08824;-
G08825;NIL
G08826;-
G08827;-
G08828;-
G08829;-
G08830;-
G08831;-
G08832;-
G08833;-
G08834;-
G08836;-
G08837;-
G08838;NIL
G08839;-
G08840;-
G08841;-
G08842;-
G08843;-
G08844;NIL
G08845;-
G08846;-
G08847;-
G08851;-
G08853;-
G08854;-
G08855;-
G08856;-
G08858;-
G08859;-
G08861;-
G08862;-
G08863;-
G08865;-
G08866;-
G08868;-
G08869;-
G08870;-
G08871;-
G08872;-
G08874;-
G08875;-
G08876;-
G08877;-
G08878;-
G08879;-
G08880;-
G08881;-
G08885;-
G08887;-
G08888;-
G08889;-
G08890;-
G08891;-
G08892;-
G08893;-
G08894;-
G08895;-
G08896;-
G08897;-
G08898;-
G08899;-
G08900;-
G08901;-
G08903;NIL
G08904;-
G08906;-
G08907;-
G08908;-
G08910;-
G08911;-
G08912;-
G08913;-
G08914;-
G08915;-
G08916;-
G08918;-
G08919;-
G08920;-
G08921;-
G08922;-
G08923;-
G08924;-
G08926;-
G08927;-
G08928;-
G08929;-
G08932;-
G08933;-
G08934;-
G08935;-
G08937;-
G08938;NIL
G08940;-
G08941;-
G08942;-
G08943;NIL
G08944;-
G08945;-
G08946;-
G08947;-
G08948;-
G08949;-
G08950;-
G08952;-
G08953;-
G08954;-
G08955;-
G08956;-
G08957;-
G08958;-
G08959;-
G08960;-
G08961;-
G08962;-
G08963;-
G08965;-
G08967;-
G08968;-
G08969;-
G08970;-
G08971;-
G08972;-
G08974;-
G08975;NIL
G08976;-
G08977;-
G08978;-
G08979;-
G08980;-
G08981;NIL
G08982;-
G08984;-
G08985;-
G08986;-
G08987;-
G08990;-
G08991;-
G08994;-
G08995;-
G08997;-
G08998;-
G08999;-
G09000;-
G09001;NIL
G09004;-
G09005;-
G09006;-
G09008;-
G09010;-
G09011;-
G09012;-
G09013;-
G09014;-
G09015;-
G09016;-
G09017;-
G09018;-
G09020;-
G09021;-
G09022;-
G09025;-
G09026;-
G09027;-
G09028;-
G09029;-
G09031;-
G09032;-
G09034;NIL
G09035;-
G09036;-
G09037;-
G09038;-
G09040;-
G09041;-
G09042;-
G09043;-
G09045;NIL
G09046;-
G09047;-
G09049;-
G09050;-
G09051;-
G09052;-
G09056;-
G09058;-
G09059;-
G09060;-
G09061;-
G09062;-
G09063;-
G09064;-
G09065;-
G09066;-
G09067;-
G09069;-
G09070;-
G09071;-
G09072;-
G09073;-
G09074;-
G09075;-
G09076;-
G09077;-
G09079;-
G09080;-
G09083;-
G09084;-
G09085;-
G09086;-
G09087;-
G09088;NIL
G09089;-
G09090;-
G09091;-
G09092;-
G09093;-
G09094;-
G09095;-
G09096;-
G09097;-
G09099;-
G09100;-
G09101;-
G09103;-
G09106;-
G09108;-
G09110;-
G09112;-
G09113;NIL
G09114;-
G09115;-
G09117;-
G09118;-
G09119;-
G09120;-
G09126;-
G09127;-
G09128;-
G09129;-
G09131;-
G09132;-
G09135;-
G09137;-
G09139;-
G09140;-
G09141;-
G09142;-
G09144;-
G09145;-
G09146;NIL
G09148;-
G09150;-
G09151;-
G09152;-
G09153;-
G09154;-
G09159;-
G09160;-
G09161;-
G09162;-
G09163;-
G09166;-
G09168;-
G09169;-
G09170;-
G09171;-
G09172;-
G09175;-
G09179;-
G09180;-
G09182;-
G09183;-
G09184;-
G09185;-
G09186;-
G09188;-
G09189;-
G09190;-
G09192;-
G09193;-
G09194;-
G09195;NIL
G09196;-
G09197;-
G09198;-
G09199;-
G09200;-
G09201;-
G09203;-
G09204;-
G09206;-
G09207;-
G09208;-
G09211;-
G09212;-
G09213;-
G09214;-
G09218;-
G09219;-
G09221;-
G09224;-
G09225;-
G09229;-
G09230;-
G09231;-
G09232;-
G09233;-
G09234;-
G09237;-
G09238;-
G09239;-
G09240;-
G09241;-
G09242;-
G09244;-
G09246;-
G09247;-
G09248;-
G09249;-
G09250;-
G09251;-
G09252;-
G09254;NIL
G09255;NIL
G09256;-
G09257;NIL
G09260;-
G09261;-
G09262;-
G09263;-
G09264;-
G09266;-
G09267;-
G09268;-
G09269;-
G09270;-
G09271;-
G09272;-
G09273;-
G09274;-
G09275;-
G09276;-
G09277;-
G09278;-
G09279;-
G09280;-
G09281;-
G09282;-
G09286;-
G09287;-
G09288;-
G09290;-
G09291;-
G09292;-
G09293;-
G09294;-
G09295;-
G09296;-
G09297;-
G09298;-
G09302;NIL
G09305;-
G09306;-
G09309;-
G09310;-
G09311;-
G09312;-
G09314;-
G09315;-
G09316;-
G09317;-
G09318;-
G09325;-
G09326;-
G09330;NIL
G09331;NIL
G09332;-
G09333;-
G09338;-
G09339;-
G09340;-
G09342;-
G09343;-
G09344;-
G09345;-
G09346;-
G09348;-
G09349;-
G09350;-
G09351;-
G09352;-
G09353;-
G09354;-
G09355;-
G09356;-
G09359;-
G09360;-
G09361;-
G09362;-
G09363;-
G09364;-
G09365;-
G09366;-
G09367;-
G09368;-
G09369;-
G09370;-
G09371;-
G09372;-
G09373;-
G09375;-
G09376;-
G09377;-
G09379;-
G09380;-
G09381;-
G09382;-
G09383;-
G09384;-
G09385;-
G09386;-
G09387;-
G09388;-
G09389;-
G09390;-
G09391;-
G09394;-
G09395;NIL
G09396;-
G09397;-
G09399;-
G09400;-
G09401;-
G09402;-
G09403;-
G09404;-
G09405;-
G09406;-
G09407;-
G09408;-
G09409;-
G09410;-
G09411;-
G09412;NIL
G09413;-
G09414;-
G09416;NIL
G09419;-
G09420;-
G09421;-
G09422;-
G09423;-
G09424;-
G09425;-
G09426;-
G09427;-
G09428;-
G09429;-
G09430;-
G09431;-
G09432;-
G09433;NIL
G09434;-
G09435;-
G09436;-
G09437;-
G09438;-
G09439;-
G09440;-
G09441;-
G09442;-
G09443;NIL
G09444;-
G09445;-
G09446;-
G09447;-
G09448;-
G09449;-
G09450;-
G09451;-
G09452;-
G09453;-
G09454;-
G09455;-
G09456;-
G09457;-
G09458;-
G09459;-
G09460;-
G09462;-
G09464;-
G09465;-
G09467;-
G09468;-
G09469;-
G09471;-
G09472;-
G09474;-
G09475;-
G09476;-
G09477;-
G09478;-
G09479;-
G09480;-
G09481;-
G09482;-
G09483;-
G09485;-
G09493;NIL
G09494;-
G09495;-
G09496;-
G09497;-
G09498;-
G09499;-
G09500;-
G09501;-
G09502;-
G09503;-
G09504;-
G09505;-
G09506;-
G09507;-
G09508;-
G09509;-
G09510;-
G09512;-
G09513;-
G09515;-
G09516;-
G09517;-
G09519;-
G09520;-
G09521;-
G09522;-
G09523;-
G09524;-
G09525;-
G09526;-
G09528;-
G09530;-
G09531;-
G09532;-
G09533;-
G09534;-
G09535;-
G09536;-
G09538;-
G09539;-
G09540;-
G09541;-
G09542;-
G09543;-
G09544;-
G09546;-
G09547;-
G09548;-
G09550;-
G09551;-
G09554;-
G09556;-
G09557;NIL
G09558;-
G09559;-
G09560;-
G09562;-
G09564;-
G09567;-
G09568;-
G09569;-
G09571;-
G09573;-
G09574;-
G09575;-
G09576;-
G09577;-
G09578;-
G09579;-
G09580;NIL
G09581;-
G09582;-
G09584;-
G09585;-
G09586;-
G09587;-
G09588;-
G09589;-
G09590;-
G09591;-
G09592;-
G09593;-
G09594;-
G09595;-
G09596;-
G09597;-
G09599;-
G09600;-
G09601;-
G09602;-
G09603;-
G09604;-
G09605;-
G09607;NIL
G09608;-
G09609;-
G09610;-
G09611;-
G09612;-
G09613;-
G09614;-
G09615;-
G09616;-
G09618;-
G09619;-
G09620;-
G09621;-
G09622;-
G09623;-
G09624;-
G09626;-
G09627;-
G09629;-
G09632;-
G09633;-
G09634;-
G09637;-
G09639;NIL
G09642;-
G09649;-
G09650;-
G09651;-
G09652;-
G09654;-
G09655;-
G09656;-
G09657;-
G09658;NIL
G09659;-
G09662;-
G09664;-
G09665;-
G09666;-
G09667;-
G09668;NIL
G09669;-
G09674;-
G09675;-
G09678;-
G09679;-
G09680;-
G09681;-
G09682;-
G09683;-
G09684;-
G09686;NIL
G09688;-
G09689;-
G09690;-
G09691;-
G09693;-
G09694;-
G09695;-
G09696;-
G09697;-
G09698;NIL
G09699;NIL
G09701;-
G09703;-
G09704;NIL
G09705;NIL
G09708;-
G09711;-
G09712;-
G09713;-
G09714;-
G09715;-
G09716;-
G09717;-
G09718;-
G09719;-
G09720;-
G09721;-
G09723;-
G09724;-
G09725;-
G09727;-
G09728;-
G09729;-
G09731;-
G09732;-
G09733;-
G09734;-
G09735;-
G09736;-
G09740;-
G09741;-
G09742;-
G09743;NIL
G09744;-
G09746;-
G09747;NIL
G09748;-
G09749;-
G09750;-
G09751;-
G09752;-
G09753;-
G09754;-
G09755;-
G09756;-
G09757;-
G09758;-
G09759;-
G09760;-
G09764;-
G09765;-
G09766;-
G09767;-
G09768;-
G09769;-
G09770;-
G09771;-
G09772;-
G09773;-
G09774;-
G09775;NIL
G09777;-
G09778;-
G09779;-
G09780;-
G09781;-
G09785;-
G09786;-
G09787;-
G09788;-
G09789;-
G09790;-
G09791;-
G09792;-
G09796;-
G09797;-
G09798;-
G09799;-
G09800;-
G09801;-
G09802;-
G09803;-
G09804;-
G09805;-
G09806;NIL
G09807;-
G09808;-
G09809;-
G09810;-
G09812;-
G09813;-
G09814;-
G09815;-
G09816;-
G09817;-
G09818;-
G09820;-
G09822;-
G09824;-
G09825;-
G09826;-
G09828;-
G09830;NIL
G09831;-
G09832;-
G09834;-
G09835;-
G09836;-
G09837;-
G09838;-
G09839;-
G09840;-
G09841;-
G09843;-
G09845;-
G09846;-
G09847;-
G09848;-
G09849;-
G09850;-
G09851;-
G09855;-
G09863;-
G09866;-
G09867;-
G09868;NIL
G09869;-
G09872;-
G09873;-
G09874;-
G09875;-
G09876;-
G09879;-
G09880;-
G09883;-
G09884;-
G09885;-
G09886;NIL
G09887;-
G09888;NIL
G09889;-
G09890;-
G09891;-
G09892;-
G09893;-
G09894;-
G09895;-
G09896;-
G09898;-
G09899;-
G09900;-
G09906;-
G09908;-
G09909;-
G09910;-
G09911;-
G09912;-
G09913;-
G09915;-
G09916;-
G09917;-
G09918;-
G09919;-
G09920;-
G09921;-
G09922;-
G09923;NIL
G09924;-
G09925;-
G09926;-
G09927;NIL
G09928;-
G09930;-
G09933;-
G09934;-
G09937;-
G09939;-
G09940;-
G09941;-
G09942;-
G09943;-
G09944;-
G09945;-
G09946;NIL
G09947;-
G09948;-
G09949;-
G09952;-
G09953;-
G09954;-
G09955;-
G09956;-
G09957;-
G09959;-
G09960;-
G09961;-
G09967;-
G09968;-
G09969;-
G09972;-
G09973;-
G09974;-
G09976;NIL
G09977;Q111554510
G09979;-
G09980;-
G09982;-
G09983;-
G09984;NIL
G09985;-
G09986;-
G09987;-
G09988;-
G09992;-
G09993;-
G09994;-
G09995;NIL
G09996;-
G09997;-
G09998;-
G10000;-
G10001;-
G10002;-
G10005;-
G10006;-
G10007;-
G10008;-
G10009;-
G10010;-
G10011;-
G10012;-
G10014;-
G10016;-
G10019;-
G10020;-
G10021;-
G10022;-
G10023;-
G10025;-
G10026;-
G10027;-
G10029;-
G10030;-
G10031;-
G10033;-
G10034;-
G10036;-
G10037;-
G10038;-
G10039;NIL
G10040;-
G10041;-
G10042;-
G10043;-
G10044;-
G10045;-
G10046;-
G10047;-
G10048;-
G10049;-
G10050;-
G10051;-
G10052;-
G10053;NIL
G10054;-
G10058;-
G10059;-
G10061;-
G10062;-
G10063;-
G10064;-
G10065;-
G10066;-
G10067;-
G10068;-
G10069;-
G10070;NIL
G10072;-
G10073;-
G10074;-
G10075;-
G10077;-
G10078;-
G10079;-
G10080;-
G10081;-
G10083;-
G10084;-
G10085;-
G10086;-
G10087;-
G10088;-
G10089;-
G10090;-
G10091;-
G10092;-
G10093;-
G10094;NIL
G10095;-
G10097;-
G10101;-
G10102;-
G10105;-
G10106;-
G10107;-
G10108;-
G10109;-
G10111;-
G10112;-
G10113;-
G10114;-
G10115;-
G10116;-
G10117;-
G10118;-
G10119;NIL
G10120;NIL
G10121;-
G10122;-
G10123;-
G10124;-
G10125;-
G10126;-
G10128;-
G10129;-
G10131;-
G10132;-
G10134;-
G10135;-
G10137;NIL
G10138;-
G10139;-
G10140;-
G10141;-
G10142;-
G10143;-
G10144;-
G10145;-
G10148;-
G10149;-
G10150;-
G10151;-
G10152;-
G10153;-
G10154;-
G10155;-
G10157;-
G10158;-
G10159;-
G10160;-
G10161;-
G10162;-
G10163;-
G10164;-
G10165;-
G10166;-
G10167;-
G10168;-
G10169;-
G10171;-
G10172;-
G10173;-
G10174;-
G10176;NIL
G10177;-
G10179;-
G10181;-
G10183;-
G10184;-
G10185;-
G10186;-
G10187;-
G10190;-
G10191;-
G10192;-
G10193;-
G10194;-
G10195;-
G10197;-
G10198;-
G10199;-
G10200;-
G10202;-
G10203;-
G10206;-
G10207;-
G10208;-
G10210;-
G10211;-
G10212;-
G10213;-
G10214;-
G10215;-
G10216;-
G10217;-
G10218;-
G10221;-
G10222;NIL
G10223;-
G10224;-
G10225;-
G10227;-
G10229;-
G10230;-
G10231;-
G10232;-
G10234;-
G10236;-
G10237;-
G10238;-
G10239;NIL
G10241;-
G10242;-
G10243;-
G10244;-
G10245;-
G10246;-
G10247;-
G10248;NIL
G10249;-
G10250;-
G10251;-
G10254;NIL
G10255;NIL
G10257;-
G10258;-
G10259;-
G10260;-
G10261;-
G10262;-
G10263;-
G10264;-
G10265;-
G10266;-
G10267;-
G10268;-
G10269;-
G10271;NIL
G10272;-
G10274;-
G10275;-
G10276;-
G10277;-
G10279;-
G10280;-
G10281;-
G10282;-
G10283;-
G10284;-
G10285;-
G10286;-
G10287;-
G10288;-
G10289;-
G10290;-
G10291;-
G10292;-
G10293;-
G10294;-
G10295;-
G10296;-
G10297;-
G10298;NIL
G10299;-
G10300;-
G10301;-
G10303;-
G10304;-
G10306;-
G10308;-
G10309;-
G10310;NIL
G10311;-
G10312;-
G10313;-
G10314;-
G10315;-
G10316;-
G10317;-
G10319;-
G10320;-
G10321;-
G10322;-
G10324;-
G10327;-
G10328;-
G10330;-
G10331;-
G10332;-
G10333;-
G10334;-
G10335;-
G10336;-
G10337;-
G10341;-
G10342;NIL
G10343;-
G10344;NIL
G10345;-
G10346;-
G10347;-
G10348;-
G10349;-
G10350;-
G10351;-
G10352;-
G10353;-
G10354;-
G10355;-
G10356;-
G10358;-
G10359;-
G10361;-
G10365;-
G10366;-
G10367;-
G10368;-
G10370;-
G10371;-
G10372;-
G10373;-
G10374;NIL
G10375;-
G10376;-
G10377;-
G10378;-
G10379;-
G10380;-
G10381;-
G10382;-
G10383;-
G10384;-
G10385;-
G10387;-
G10388;-
G10389;-
G10390;-
G10391;-
G10392;-
G10393;NIL
G10394;-
G10395;-
G10396;-
G10397;-
G10398;-
G10399;-
G10400;-
G10402;-
G10403;-
G10404;-
G10406;-
G10407;-
G10408;-
G10410;-
G10411;-
G10412;-
G10413;-
G10415;-
G10416;-
G10417;NIL
G10418;-
G10419;-
G10420;-
G10421;-
G10422;-
G10423;-
G10424;-
G10426;-
G10427;-
G10428;-
G10429;-
G10430;-
G10431;-
G10432;-
G10433;-
G10434;-
G10435;-
G10436;-
G10437;-
G10438;-
G10439;-
G10440;-
G10441;-
G10442;-
G10443;NIL
G10444;-
G10445;-
G10446;-
G10447;-
G10448;-
G10449;NIL
G10450;-
G10451;-
G10452;-
G10453;-
G10454;-
G10455;-
G10456;-
G10457;-
G10458;NIL
G10459;-
G10460;-
G10463;-
G10464;-
G10466;-
G10467;-
G10468;-
G10469;-
G10471;-
G10472;-
G10474;-
G10475;-
G10476;-
G10477;-
G10478;-
G10480;-
G10481;-
G10482;-
G10484;NIL
G10485;-
G10486;-
G10487;-
G10488;-
G10489;-
G10492;-
G10494;-
G10495;-
G10496;-
G10497;-
G10498;-
G10499;-
G10500;-
G10501;-
G10502;-
G10503;-
G10504;-
G10506;-
G10507;-
G10508;-
G10509;-
G10510;-
G10512;-
G10513;-
G10517;-
G10518;-
G10519;-
G10520;-
G10521;-
G10522;-
G10523;-
G10524;-
G10525;-
G10526;-
G10527;-
G10528;-
G10529;-
G10530;-
G10531;-
G10532;-
G10533;-
G10540;-
G10541;-
G10542;-
G10543;-
G10545;-
G10546;-
G10547;-
G10548;-
G10550;-
G10551;-
G10552;-
G10553;-
G10554;-
G10555;-
G10557;-
G10559;NIL
G10560;-
G10563;-
G10564;-
G10565;NIL
G10567;-
G10568;-
G10569;-
G10570;-
G10571;-
G10573;-
G10574;-
G10575;-
G10576;-
G10577;-
G10579;-
G10580;-
G10581;-
G10582;-
G10584;-
G10585;-
G10586;-
G10587;-
G10588;-
G10590;-
G10591;-
G10592;-
G10593;-
G10594;-
G10595;-
G10596;-
G10597;-
G10598;-
G10600;-
G10602;NIL
G10603;-
G10604;-
G10606;-
G10607;-
G10609;-
G10610;-
G10611;-
G10612;-
G10614;-
G10615;NIL
G10616;-
G10618;-
G10619;-
G10622;-
G10623;-
G10625;-
G10626;NIL
G10628;NIL
G10630;-
G10631;-
G10632;-
G10633;-
G10634;-
G10635;-
G10636;-
G10638;-
G10639;-
G10640;-
G10641;-
G10642;-
G10644;NIL
G10645;-
G10646;-
G10647;-
G10648;-
G10649;-
G10650;NIL
G10651;-
G10652;-
G10653;-
G10654;-
G10655;-
G10656;-
G10658;-
G10659;-
G10661;-
G10662;-
G10663;-
G10664;-
G10665;-
G10669;-
G10670;-
G10671;-
G10673;-
G10674;-
G10675;-
G10676;-
G10677;-
G10678;-
G10679;-
G10682;-
G10683;-
G10684;-
G10685;NIL
G10686;-
G10687;-
G10688;-
G10690;-
G10691;-
G10692;-
G10693;-
G10694;-
G10695;-
G10696;-
G10697;-
G10699;-
G10700;-
G10701;-
G10703;-
G10704;NIL
G10705;-
G10706;NIL
G10707;-
G10708;-
G10709;-
G10712;-
G10713;-
G10714;-
G10715;NIL
G10716;-
G10717;-
G10718;-
G10719;-
G10721;-
G10722;-
G10723;-
G10724;-
G10725;-
G10726;-
G10729;-
G10730;NIL
G10731;-
G10732;-
G10733;-
G10734;-
G10736;-
G10737;-
G10739;-
G10740;-
G10741;-
G10742;-
G10743;-
G10744;-
G10745;-
G10746;-
G10747;-
G10748;NIL
G10749;-
G10750;-
G10751;-
G10752;-
G10754;-
G10755;-
G10756;-
G10757;-
G10758;Q61476535
G10759;-
G10760;-
G10761;-
G10762;-
G10763;-
G10765;-
G10766;-
G10767;-
G10768;-
G10769;-
G10770;-
G10773;-
G10774;NIL
G10775;-
G10776;-
G10777;-
G10780;-
G10781;-
G10782;-
G10783;-
G10785;-
G10786;-
G10787;-
G10788;-
G10789;NIL
G10791;-
G10792;-
G10794;-
G10798;-
G10800;-
G10802;-
G10803;-
G10804;-
G10805;NIL
G10806;-
G10807;-
G10808;NIL
G10809;-
G10810;-
G10812;-
G10814;-
G10815;-
G10816;NIL
G10817;-
G10818;-
G10819;-
G10820;-
G10821;-
G10822;-
G10823;-
G10824;-
G10827;-
G10828;-
G10830;-
G10832;-
G10833;-
G10836;-
G10837;-
G10838;-
G10839;-
G10840;-
G10841;-
G10842;-
G10843;-
G10844;-
G10845;NIL
G10846;-
G10847;-
G10848;-
G10849;-
G10850;-
G10851;-
G10854;-
G10855;-
G10856;-
G10857;-
G10858;-
G10859;-
G10861;-
G10862;-
G10863;-
G10864;-
G10865;-
G10868;-
G10869;-
G10870;-
G10871;NIL
G10872;NIL
G10873;-
G10874;-
G10875;-
G10876;-
G10877;-
G10878;-
G10879;-
G10880;-
G10881;-
G10883;-
G10884;-
G10885;-
G10886;-
G10887;-
G10888;-
G10889;-
G10891;-
G10892;-
G10894;-
G10895;-
G10896;-
G10897;-
G10898;-
G10901;NIL
G10902;-
G10904;-
G10905;-
G10906;-
G10907;NIL
G10908;-
G10909;-
G10910;NIL
G10911;-
G10912;-
G10913;-
G10914;-
G10915;-
G10917;-
