cpc;qid;tipo;nom1;nom2;nac1;nac2;sex1;sex2;pais1;pais2;ciudad1;ciudad2;oficio1;oficio2;padre1;padre2;afil1;afil2;num_ent;alias
F02201;Q133699613;umano;Ettore Favi;Q133699613;1895;1974;m;;Italia;;Pistoia;Cremona;commerciante;artista;Guelfo;;comunista;;3;
F02201;Q111894762;mostra d'arte;Ettore Favi;Ettore Favini. Au revoir;1895;0;m;;Italia;;Pistoia;;commerciante;;Guelfo;;comunista;art exhibition;3;
F02201;Q133448826;umano;Ettore Favi;Ettore Favini;1895;1974;m;;Italia;;Pistoia;Cremona;commerciante;artista;Guelfo;;comunista;artist;3;
F02433;Q41733313;umano;Angiolo Fedi;Angiolo Fedi;1855;1896;m;m;Italia;Italia|Regno d'Italia;Livorno;;;imprenditore;Tommaso;;anarchico;imprenditore italiano;4;
F03046;Q132974250;umano;Vincenzo Ferraresi;Q132974250;1876;1741;m;m;Italia;;Quistello;;farmacista;architetto;Francesco;;socialista;;3;
F03257;Q775194;umano;Giovanni Battista Ferrari;Giovanni Battista Ferrari;1875;1584;m;m;Italia;;Remedello;Siena;contadino;botanico|sacerdote|scrittore|teologo cattolico;Isidoro;;antifascista;gesuita e botanico italiano;28;
F03257;Q328981;umano;Giovanni Battista Ferrari;Giovanni Battista Ferrari;1875;1450;m;m;Italia;;Remedello;Modena;contadino;sacerdote cattolico;Isidoro;;antifascista;cardinale e arcivescovo cattolico italiano;28;
F03257;Q55227506;umano;Giovanni Battista Ferrari;Giovan Battista Ferrari;1875;1732;m;m;Italia;;Remedello;;contadino;biografo|insegnante|lessicografo|oratore|poeta;Isidoro;;antifascista;(1732-1806);28;Giovanni Battista Ferrari
F03257;Q52495757;umano;Giovanni Battista Ferrari;Giovanni Battista Ferrari;1875;1829;m;m;Italia;Regno d'Italia;Remedello;Brescia;contadino;pittore;Isidoro;;antifascista;pittore italiano;28;
F03257;Q102075989;umano;Giovanni Battista Ferrari;Giovanni Battista Ferrari;1875;1808;m;m;Italia;;Remedello;Venezia;contadino;compositore;Isidoro;;antifascista;compositore (1808-1845);28;Giovanni Ferrari
F03257;Q28701864;umano;Giovanni Battista Ferrari;Giovanni Battista Ferrari;1875;1851;m;m;Italia;;Remedello;Luino;contadino;architetto|imprenditore|ingegnere;Isidoro;;antifascista;architetto e ingegnere italiano attivo in Ucraina;28;
F03257;Q139162213;umano;Giovanni Battista Ferrari;Q139162213;1875;1853;m;m;Italia;;Remedello;;contadino;compositore;Isidoro;;antifascista;;28;
F03257;Q106892037;umano;Giovanni Battista Ferrari;Giovanni Battista Ferrario;1875;1845;m;m;Italia;Italia;Remedello;Milano;contadino;pittore;Isidoro;;antifascista;pittore italiano;28;
F03257;Q62519121;pagina di disambiguazione di un progetto Wikimedia;Giovanni Battista Ferrari;Giovanni Battista Ferrari;1875;0;m;;Italia;;Remedello;;contadino;;Isidoro;;antifascista;pagina di disambiguazione di un progetto Wikimedia;28;
F03257;Q382987;umano;Giovanni Ferrari;Giovanni Ferrari;1875;1907;m;m;Italia;Italia|Regno d'Italia;Remedello;Alessandria;contadino;allenatore di calcio|calciatore;Isidoro;;antifascista;calciatore e allenatore di calcio italiano (1907-1982);28;
F03257;Q41720661;umano;Giovanni Ferrari;Giovanni Ferrari;1875;0;m;m;Italia;;Remedello;;contadino;ricercatore;Isidoro;;antifascista;researcher (ORCID 0000-0002-8863-2496);28;
F03257;Q3767219;umano;Giovanni Ferrari;Giovanni Ferrari;1875;1744;m;m;Italia;Repubblica di Venezia;Remedello;Crespano del Grappa;contadino;scultore;Isidoro;;antifascista;scultore italiano;28;
F03257;Q20659941;pagina di disambiguazione di un progetto Wikimedia per nomi di persona;Giovanni Ferrari;Giovanni Ferrari;1875;0;m;;Italia;;Remedello;;contadino;;Isidoro;;antifascista;pagina di disambiguazione di un progetto Wikimedia;28;
F03257;Q107274739;umano;Giovanni Ferrari;Giovanni Ferrari;1875;1893;m;m;Italia;Italia;Remedello;Cerano;contadino;chirurgo|politico;Isidoro;;antifascista;chirurgo e politico italiano;28;
F03257;Q68903538;umano;Giovanni Ferrari;Giovanni Ferrari;1875;1632;m;m;Italia;;Remedello;;contadino;diacono cattolico|sacerdote cattolico|vescovo cattolico;Isidoro;;antifascista;vescovo cattolico;28;
F03257;Q63869886;umano;Giovanni Ferrari;Giovanni Ferrari;1875;1891;m;m;Italia;Italia|Regno d'Italia;Remedello;Soresina;contadino;politico;Isidoro;;antifascista;politico italiano;28;
F03257;Q109998045;umano;Giovanni Ferrari;Giovanni Ferrari;1875;1913;m;m;Italia;Italia;Remedello;;contadino;;Isidoro;;antifascista;Righteous Among the Nations;28;
F03257;Q133666321;umano;Giovanni Ferrari;Giovanni Ferrari;1875;1901;m;m;Italia;Regno d'Italia;Remedello;;contadino;autore;Isidoro;;antifascista;autore italiano (fl. 1932);28;
F03257;Q101135400;umano;Giovanni Ferrari;Giovanni Ferrari;1875;0;m;m;Italia;;Remedello;;contadino;ricercatore;Isidoro;;antifascista;researcher ORCID 0000-0002-5405-9046;28;
F03257;Q66802251;umano;Giovanni Ferrari;Giovanni R. F. Ferrari;1875;1954;m;m;Italia;;Remedello;;contadino;storico della filosofia;Isidoro;;antifascista;British classical scholar and historian of philosophy;28;Giovanni Ferrari
F03257;Q15924574;umano;Giovanni Ferrari;Giovanni Ferraris;1875;1937;m;m;Italia;Italia|Regno d'Italia;Remedello;Prarolo;contadino;mineralogista|professore universitario;Isidoro;;antifascista;mineralogista italiano (1937-);28;
F03257;Q90845;umano;Giovanni Ferrari;Johannes Ferrarius;1875;1485;m;m;Italia;Sacro Romano Impero;Remedello;Amöneburg;contadino;filosofo|giurista|professore universitario|teologo;Isidoro;;antifascista;teologo tedesco;28;Giovanni Ferrario Montani
F03257;Q108486728;umano;Giovanni Ferrari;Giovanni Ferraris;1875;0;m;m;Italia;;Remedello;;contadino;schermidore|tennistavolista;Isidoro;;antifascista;Italian wheelchair fencer;28;
F03257;Q52823359;scuola dell'infanzia;Giovanni Ferrari;Giovanni Ferrari - Nemoli;1875;0;m;;Italia;;Remedello;;contadino;;Isidoro;;antifascista;scuola infanzia di Nemoli in provincia di Potenza (Italia) [codice scuola: PZAA84809D];28;
F03257;Q102284159;umano;Giovanni Ferrari;Giovanni Ferrario;1875;0;m;m;Italia;;Remedello;;contadino;compositore;Isidoro;;antifascista;compositore;28;
F03257;Q102075989;umano;Giovanni Ferrari;Giovanni Battista Ferrari;1875;1808;m;m;Italia;;Remedello;Venezia;contadino;compositore;Isidoro;;antifascista;compositore (1808-1845);28;Giovanni Ferrari
F03257;Q112501636;umano;Giovanni Ferrari;Giovanni R. F. Ferrari;1875;1954;m;m;Italia;;Remedello;;contadino;filologo|filosofo|professore universitario;Isidoro;;antifascista;;28;Giovanni Ferrari
F03293;Q514122;umano;Giuseppe Ferrari;Giuseppe Ferrari;1905;1811;m;m;Italia;Regno di Sardegna (1847-1861)|Regno d'Italia;Boltiere;Milano;metallurgico;filosofo|politico|professore universitario|scrittore|storico|storico dell'età moderna;Luigi;;antifascista;storico, filosofo e politico italiano (1811-1876);20;
F03293;Q15980103;umano;Giuseppe Ferrari;Giuseppe Ferrari;1905;1843;m;m;Italia;Regno d'Italia;Boltiere;Roma;metallurgico;pittore;Luigi;;antifascista;pittore italiano (1843-1905);20;
F03293;Q3770539;pagina di disambiguazione di un progetto Wikimedia per nomi di persona;Giuseppe Ferrari;Giuseppe Ferrari;1905;0;m;;Italia;;Boltiere;;metallurgico;;Luigi;;antifascista;pagina di disambiguazione di un progetto Wikimedia;20;
F03293;Q92277006;umano;Giuseppe Ferrari;Giuseppe Ferrari;1905;1920;m;m;Italia;Italia|Regno d'Italia;Boltiere;Ferrara;metallurgico;politico;Luigi;;antifascista;politico italiano (1920-2001);20;
F03293;Q3770540;umano;Giuseppe Ferrari;Giuseppe Ferrari;1905;1912;m;m;Italia;Italia|Regno d'Italia;Boltiere;Rossano;metallurgico;giurista|insegnante|magistrato;Luigi;;antifascista;docente, magistrato e giurista italiano (1912-1999);20;
F03293;Q94891581;umano;Giuseppe Ferrari;Giuseppe Ferrari;1905;0;m;m;Italia;;Boltiere;;metallurgico;direttore d'orchestra|flautista|maestro di cappella;Luigi;;antifascista;maestro di coro militare, maestro di Franz von Suppè;20;
F03293;Q15711211;umano;Giuseppe Ferrari;Giuseppe Ferrari;1905;1720;m;m;Italia;;Boltiere;Castelvetro di Modena;metallurgico;poeta;Luigi;;antifascista;umanista e abate italiano (1720-1773);20;
F03293;Q52728000;umano;Giuseppe Ferrari;Giuseppe Ferrari;1905;1773;m;m;Italia;Regno d'Italia;Boltiere;Ferrara;metallurgico;artista|insegnante|scultore;Luigi;;antifascista;scultore italiano (1804-1864);20;
F03293;Q3770537;umano;Giuseppe Ferrari;Giuseppe Ferrari;1905;0;m;m;Italia;Italia;Boltiere;;metallurgico;calciatore;Luigi;;antifascista;calciatore italiano (?-?);20;
F03293;Q3770538;umano;Giuseppe Ferrari;Giuseppe Ferrari;1905;1913;m;m;Italia;Regno d'Italia;Boltiere;Rivarolo;metallurgico;calciatore;Luigi;;antifascista;calciatore italiano (1913-1943);20;
F03293;Q102287656;umano;Giuseppe Ferrari;Giuseppe Ferrari;1905;0;m;m;Italia;;Boltiere;;metallurgico;librettista;Luigi;;antifascista;librettista;20;
F03293;Q93246656;umano;Giuseppe Ferrari;Giuseppe Ferrari;1905;1960;m;m;Italia;;Boltiere;;metallurgico;filologo classico;Luigi;;antifascista;(n. 1960) Insegnante di storia e filosofia;20;
F03293;Q115948907;umano;Giuseppe Ferrari;Giuseppe Ferrari;1905;1953;m;m;Italia;Italia;Boltiere;Parma;metallurgico;fisico;Luigi;;antifascista;fisico italiano (1953-);20;
F03293;Q115948585;umano;Giuseppe Ferrari;Giuseppe Ferrari;1905;1842;m;m;Italia;Regno d'Italia;Boltiere;Como;metallurgico;politico|ragioniere commercialista;Luigi;;antifascista;ragioniere e politico italiano (1842-1926);20;
F03293;Q115948579;umano;Giuseppe Ferrari;Giuseppe Ferrari;1905;1952;m;m;Italia;Italia;Boltiere;Sassuolo;metallurgico;sacerdote cattolico;Luigi;;antifascista;francescano italiano (1952-2022);20;
F03293;Q24206564;umano;Giuseppe Ferrari;Giuseppe Ferrari;1905;1976;m;m;Italia;Italia;Boltiere;;metallurgico;psicoterapeuta;Luigi;;antifascista;psicoterapeuta italiano (1976-), presidente della Società italiana di psicoterapia integrata per lo sviluppo sociale (SIPISS);20;
F03293;Q115948575;umano;Giuseppe Ferrari;Giuseppe Ferrari;1905;1951;m;m;Italia;Italia;Boltiere;;metallurgico;sociologo;Luigi;;antifascista;sociologo italiano (1951-);20;
F03293;Q115948608;umano;Giuseppe Ferrari;Giuseppe Ferrari;1905;1913;m;m;Italia;Italia|Regno d'Italia;Boltiere;Frascineto;metallurgico;albanologo|sacerdote cattolico|teologo;Luigi;;antifascista;sacerdote e teologo italiano (1913-1990);20;
F03293;Q132924940;umano;Giuseppe Ferrari;Giuseppe Ferrari;1905;1935;m;m;Italia;;Boltiere;Rovigo;metallurgico;neurologo;Luigi;;antifascista;neurologo (1935-);20;
F03293;Q52728108;umano;Giuseppe Ferrari;Giuseppe Ferrari;1905;1921;m;m;Italia;Italia;Boltiere;Bologna;metallurgico;pittore;Luigi;;antifascista;pittore italiano (1921-2011);20;
F03313;Q15207383;umano;Leonardo Ferrari;Leonardo Ferrari Carissimi;1877;1983;m;m;Italia;Italia;Cona;Roma;bracciante;regista teatrale;Pietro;;socialista;Italian film director;20;
F03313;Q382987;umano;Giovanni Ferrari;Giovanni Ferrari;1877;1907;m;m;Italia;Italia|Regno d'Italia;Cona;Alessandria;bracciante;allenatore di calcio|calciatore;Pietro;;socialista;calciatore e allenatore di calcio italiano (1907-1982);20;
F03313;Q41720661;umano;Giovanni Ferrari;Giovanni Ferrari;1877;0;m;m;Italia;;Cona;;bracciante;ricercatore;Pietro;;socialista;researcher (ORCID 0000-0002-8863-2496);20;
F03313;Q3767219;umano;Giovanni Ferrari;Giovanni Ferrari;1877;1744;m;m;Italia;Repubblica di Venezia;Cona;Crespano del Grappa;bracciante;scultore;Pietro;;socialista;scultore italiano;20;
F03313;Q20659941;pagina di disambiguazione di un progetto Wikimedia per nomi di persona;Giovanni Ferrari;Giovanni Ferrari;1877;0;m;;Italia;;Cona;;bracciante;;Pietro;;socialista;pagina di disambiguazione di un progetto Wikimedia;20;
F03313;Q107274739;umano;Giovanni Ferrari;Giovanni Ferrari;1877;1893;m;m;Italia;Italia;Cona;Cerano;bracciante;chirurgo|politico;Pietro;;socialista;chirurgo e politico italiano;20;
F03313;Q68903538;umano;Giovanni Ferrari;Giovanni Ferrari;1877;1632;m;m;Italia;;Cona;;bracciante;diacono cattolico|sacerdote cattolico|vescovo cattolico;Pietro;;socialista;vescovo cattolico;20;
F03313;Q63869886;umano;Giovanni Ferrari;Giovanni Ferrari;1877;1891;m;m;Italia;Italia|Regno d'Italia;Cona;Soresina;bracciante;politico;Pietro;;socialista;politico italiano;20;
F03313;Q109998045;umano;Giovanni Ferrari;Giovanni Ferrari;1877;1913;m;m;Italia;Italia;Cona;;bracciante;;Pietro;;socialista;Righteous Among the Nations;20;
F03313;Q133666321;umano;Giovanni Ferrari;Giovanni Ferrari;1877;1901;m;m;Italia;Regno d'Italia;Cona;;bracciante;autore;Pietro;;socialista;autore italiano (fl. 1932);20;
F03313;Q101135400;umano;Giovanni Ferrari;Giovanni Ferrari;1877;0;m;m;Italia;;Cona;;bracciante;ricercatore;Pietro;;socialista;researcher ORCID 0000-0002-5405-9046;20;
F03313;Q66802251;umano;Giovanni Ferrari;Giovanni R. F. Ferrari;1877;1954;m;m;Italia;;Cona;;bracciante;storico della filosofia;Pietro;;socialista;British classical scholar and historian of philosophy;20;Giovanni Ferrari
F03313;Q15924574;umano;Giovanni Ferrari;Giovanni Ferraris;1877;1937;m;m;Italia;Italia|Regno d'Italia;Cona;Prarolo;bracciante;mineralogista|professore universitario;Pietro;;socialista;mineralogista italiano (1937-);20;
F03313;Q90845;umano;Giovanni Ferrari;Johannes Ferrarius;1877;1485;m;m;Italia;Sacro Romano Impero;Cona;Amöneburg;bracciante;filosofo|giurista|professore universitario|teologo;Pietro;;socialista;teologo tedesco;20;Giovanni Ferrario Montani
F03313;Q108486728;umano;Giovanni Ferrari;Giovanni Ferraris;1877;0;m;m;Italia;;Cona;;bracciante;schermidore|tennistavolista;Pietro;;socialista;Italian wheelchair fencer;20;
F03313;Q52823359;scuola dell'infanzia;Giovanni Ferrari;Giovanni Ferrari - Nemoli;1877;0;m;;Italia;;Cona;;bracciante;;Pietro;;socialista;scuola infanzia di Nemoli in provincia di Potenza (Italia) [codice scuola: PZAA84809D];20;
F03313;Q102284159;umano;Giovanni Ferrari;Giovanni Ferrario;1877;0;m;m;Italia;;Cona;;bracciante;compositore;Pietro;;socialista;compositore;20;
F03313;Q102075989;umano;Giovanni Ferrari;Giovanni Battista Ferrari;1877;1808;m;m;Italia;;Cona;Venezia;bracciante;compositore;Pietro;;socialista;compositore (1808-1845);20;Giovanni Ferrari
F03313;Q112501636;umano;Giovanni Ferrari;Giovanni R. F. Ferrari;1877;1954;m;m;Italia;;Cona;;bracciante;filologo|filosofo|professore universitario;Pietro;;socialista;;20;Giovanni Ferrari
F03606;Q66020025;umano;Luigi Ferrazzi;Luigi Ferrazzi;1901;1850;m;m;Italia;Regno d'Italia;Isola Dovarese;;minatore;disegnatore|pittore;Guglielmo;;comunista;italienischer Maler;1;
F03989;Q41569411;umano;Francesco Ferro;Francesco Ferro;1881;0;m;m;Italia;;Rombiolo;;;;Carmine;;sovversivo;(fl. 1751);5;
F03989;Q92060949;umano;Francesco Ferro;Francesco Ferro;1881;0;m;m;Italia;;Rombiolo;;;ricercatore;Carmine;;sovversivo;researcher (ORCID 0000-0003-2834-9768);5;
F03989;Q79338202;umano;Francesco Ferro;Francesco Ferro Milone;1881;1926;m;m;Italia;Regno d'Italia;Rombiolo;Torino;;neuroscienziato;Carmine;;sovversivo;neurologo, neuroscienziato e chirurgo italiano (1926-2022);5;
F03989;Q102286596;umano;Francesco Ferro;Francesco Ferroni;1881;0;m;m;Italia;;Rombiolo;;;maestro;Carmine;;sovversivo;maestro di banda;5;
F03989;Q139361425;umano;Francesco Ferro;Q139361425;1881;1957;m;;Italia;;Rombiolo;;;;Carmine;;sovversivo;;5;
F04284;Q87188223;umano;Giuseppe Fidanza;Giuseppe Fidanza;1870;1750;m;m;Italia;;Tarquinia;;cantoniere ferroviario;pittore;Achille;;anarchico;Italian painter, 1750-1820;1;
F04509;Q16561715;umano;Emilio Filippi;Emilio Filippi;1908;1928;m;m;Italia;Cile;Tomadio;Valparaíso;autista;giornalista;Giovanni;;antifascista;giornalista cileno;2;
F04509;Q110017542;umano;Emilio Filippi;Emilio Filippini;1908;1870;m;m;Italia;Regno d'Italia;Tomadio;;autista;pittore;Giovanni;;antifascista;;2;
F04929;Q3034730;umano;Domenico Fiore;Domenico Fiore;1900;1953;m;m;Italia;Canada;Chivasso;;meccanico;attore;Matteo;;comunista;attore canadese;5;
F04929;Q102298341;umano;Domenico Fiore;Domenico Fiorenza;1900;0;m;m;Italia;;Chivasso;;meccanico;;Matteo;;comunista;Ph.D. Università di Pisa 2002;5;
F04929;Q3766114;umano;Domenico Fiore;Domenico Antonio Fiorentini;1900;1747;m;m;Italia;;Chivasso;Sermoneta;meccanico;pittore;Matteo;;comunista;pittore italiano (1747-1820);5;Domenico Fiorentini
F04929;Q51483282;umano;Domenico Fiore;Domenico Fiorentino;1900;0;m;m;Italia;;Chivasso;;meccanico;cantante lirico;Matteo;;comunista;tenore italiano;5;
F04929;Q1411009;umano;Domenico Fiore;Domenico del Barbiere;1900;1501;m;m;Italia;;Chivasso;Firenze;meccanico;affrescatore|architetto|arredatore|designer|intagliatore|pittore|scultore;Matteo;;comunista;scultore italiano;5;Domenico Fiorentino
F04956;Q16008368;umano;Umberto Fiore;Umberto Fiore;1884;1896;m;m;Italia;Italia|Regno d'Italia;Napoli;Messina;avvocato;politico;Vincenzo;;socialista;politico e sindacalista italiano (1896-1978);2;
F04956;Q4003391;umano;Umberto Fiore;Umberto Fiorentino;1884;1956;m;m;Italia;Italia;Napoli;Roma;avvocato;musicista jazz;Vincenzo;;socialista;chitarrista italiano;2;
F05403;Q3767244;umano;Giovanni Flecchia;Giovanni Flechia;1887;1811;m;m;Italia;Regno d'Italia;Salussola;Piverone;muratore;linguista|politico;Francesco;;socialista;glottologo e orientalista italiano;1;Giovanni Flecchia
F05440;Q543948;umano;Francesco Flora;Frans Floris I;1891;1517;m;m;Italia;Paesi Bassi asburgici;Colle Romito;Anversa;avvocato|pubblicista;artista visuale|pittore;Giuseppe;Cornelis;antifascista;pittore fiammingo;2;Francesco Flora
F05440;Q3749992;umano;Francesco Flora;Francesco Flora;1891;1891;m;m;Italia;Italia|Regno d'Italia;Colle Romito;Colle Sannita;avvocato|pubblicista;critico letterario|curatore editoriale|italianista|poeta|professore universitario|scrittore|storico della letteratura;Giuseppe;;antifascista;critico letterario, scrittore e antifascista italiano (1891-1962);2;
F05613;Q130299436;umano;Gino Fogli;Gino Fogliata;1905;0;m;m;Italia;Repubblica Sociale Italiana|Regno d'Italia;Montopoli Valdarno;;barrocciaio|bracciante;musicista;Mose';;antifascista;musicista italiano;6;
F05613;Q52156606;umano;Giuseppe Fogli;Giuseppe Foglia;1905;1888;m;m;Italia;Svizzera;Montopoli Valdarno;Lugano;barrocciaio|bracciante;artista|disegnatore|giornalista|pittore|scultore;Mose';;antifascista;(1888-1950);6;
F05613;Q127061241;umano;Giuseppe Fogli;Giuseppe Fogliani;1905;1922;m;m;Italia;;Montopoli Valdarno;Broni;barrocciaio|bracciante;fitopatologo|professore universitario;Mose';;antifascista;docente di patologia vegetale, viticultura (1922-2019);6;
F05613;Q133718989;umano;Giuseppe Fogli;Q133718989;1905;1973;m;;Italia;;Montopoli Valdarno;;barrocciaio|bracciante;;Mose';;antifascista;;6;
F05613;Q89431641;umano;Michele Fogli;Michele Foglia;1905;1998;m;m;Italia;Italia;Montopoli Valdarno;Milano;barrocciaio|bracciante;calciatore;Mose';;antifascista;calciatore italiano;6;
F06194;Q96203684;umano;Giovanni Formentin;Giovanni Formentin;1885;0;m;m;Italia;;Padova;;calzolaio;ricercatore;Antonio;;antifascista;ricercatore;1;
F07332;Q16090044;umano;Giuseppe Franco;Giuseppe Franco;1905;1927;m;m;Italia;Italia;Buttigliera Alta;Torino;laminatore;rugbista a 13;Giovanni;;comunista;giocatore di rugby italiano;16;
F07332;Q61977953;umano;Giuseppe Franco;Giuseppe Franco;1905;1981;m;m;Italia;Italia;Buttigliera Alta;Copertino;laminatore;teologo cattolico;Giovanni;;comunista;teologo cattolico italiano (1981-);16;
F07332;Q93240981;umano;Giuseppe Franco;Giuseppe Franco;1905;1937;m;m;Italia;Italia|Regno d'Italia;Buttigliera Alta;;laminatore;giurista;Giovanni;;comunista;giurista italiano (1937-);16;
F07332;Q125326839;umano;Giuseppe Franco;Giuseppe Franco;1905;0;m;m;Italia;Italia;Buttigliera Alta;;laminatore;architetto;Giovanni;;comunista;Italian architect, active in Turin;16;
F07332;Q139048461;umano;Giuseppe Franco;Q139048461;1905;1937;m;m;Italia;;Buttigliera Alta;;laminatore;giurista;Giovanni;;comunista;;16;
F07332;Q87647326;umano;Giuseppe Franco;Giuseppe Franchi;1905;1565;m;m;Italia;Stato Pontificio;Buttigliera Alta;Roma;laminatore;pittore;Giovanni;;comunista;pittore italiano;16;
F07332;Q96337297;umano;Giuseppe Franco;Giuseppe Franco Ferrari;1905;1950;m;m;Italia;Italia;Buttigliera Alta;Voghera;laminatore;avvocato|giurista|professore universitario;Giovanni;;comunista;avvocato e giurista italiano (1950-);16;
F07332;Q63872504;umano;Giuseppe Franco;Giuseppe Franco Rossi;1905;1885;m;m;Italia;Italia|Regno d'Italia;Buttigliera Alta;Bologna;laminatore;politico;Giovanni;;comunista;politico italiano;16;
F07332;Q124630305;umano;Giuseppe Franco;Giuseppe Franco Viviani;1905;0;m;m;Italia;;Buttigliera Alta;;laminatore;;Giovanni;;comunista;autore di bibliografia e biblioteconomia;16;
F07332;Q118483340;umano;Giuseppe Franco;Giuseppe Franco Ferrari;1905;1929;m;m;Italia;Italia|Regno d'Italia;Buttigliera Alta;;laminatore;scrittore;Giovanni;;comunista;scrittore italiano (1929-);16;
F07332;Q104697137;;Giuseppe Franco;Q104697137;1905;0;m;;Italia;;Buttigliera Alta;;laminatore;;Giovanni;;comunista;;16;
F07332;Q3905253;umano;Giuseppe Franco;Pino Calvi;1905;1930;m;m;Italia;Italia|Regno d'Italia;Buttigliera Alta;Voghera;laminatore;arrangiatore musicale|compositore|direttore d'orchestra|pianista;Giovanni;;comunista;pianista, direttore d'orchestra e compositore italiano (1930-1989);16;Giuseppe Franco Calvi
F07332;Q3751134;umano;Giuseppe Franco;Franco Bassani;1905;1929;m;m;Italia;Italia|Regno d'Italia;Buttigliera Alta;Milano;laminatore;fisico|professore universitario;Giovanni;;comunista;fisico italiano, ventitreesimo direttore della Scuola Normale Superiore di Pisa (1929-2008);16;Giuseppe Franco Bassani
F07332;Q123105481;umano;Giuseppe Franco;Giuseppe Franco Grillo;1905;0;m;m;Italia;Brasile|Italia;Buttigliera Alta;;laminatore;collezionista|medico;Giovanni;;comunista;;16;
F07332;Q112390249;umano;Giuseppe Franco;Giuseppe Franco Bassanti;1905;1929;m;m;Italia;;Buttigliera Alta;;laminatore;fisico nucleare;Giovanni;;comunista;;16;
F07332;Q3751112;umano;Giuseppe Franco;Franco Angeli;1905;1935;m;m;Italia;Italia|Regno d'Italia;Buttigliera Alta;Roma;laminatore;pittore;Giovanni;;comunista;artista e pittore italiano (1935-1988);16;Giuseppe Franco Angeli
F07446;Q79142;umano;Giovanni Battista Franz;Johannes Baptiste Franzelin;1900;1816;m;m;Italia;Impero austriaco;Moggio Udinese;Aldino;manovale;professore universitario|sacerdote cattolico;Rinaldo ambrogio;;antifascista;cardinale austriaco (1816-1886);13;Giovanni Battista Franzelin
F07446;Q201750;umano;Giovanni Battista Franz;Giovanni Franzoni;1900;1928;m;m;Italia;Italia|Regno d'Italia;Moggio Udinese;Varna;manovale;attivista per la pace|chierico|religioso cristiano|sacerdote cattolico|scrittore|teologo;Rinaldo ambrogio;;antifascista;teologo e scrittore italiano (1928-2017);13;
F07446;Q96691402;umano;Giovanni Franz;Giovanni Franzoni;1900;0;m;m;Italia;;Moggio Udinese;;manovale;ricercatore;Rinaldo ambrogio;;antifascista;ricercatore;13;
F07446;Q85188309;umano;Giovanni Franz;Giovanni Franzoni;1900;2001;m;m;Italia;Italia;Moggio Udinese;Brescia;manovale;sciatore alpino;Rinaldo ambrogio;;antifascista;sciatore alpino italiano (2001-);13;
F07446;Q88305030;umano;Giovanni Franz;Giovanni Franzo;1900;0;m;m;Italia;;Moggio Udinese;;manovale;ricercatore;Rinaldo ambrogio;;antifascista;researcher;13;
F07446;Q201750;umano;Giovanni Franz;Giovanni Franzoni;1900;1928;m;m;Italia;Italia|Regno d'Italia;Moggio Udinese;Varna;manovale;attivista per la pace|chierico|religioso cristiano|sacerdote cattolico|scrittore|teologo;Rinaldo ambrogio;;antifascista;teologo e scrittore italiano (1928-2017);13;
F07446;Q17284953;umano;Giovanni Franz;Giovanni Franzoni (attore);1900;1964;m;m;Italia;Italia;Moggio Udinese;Mantova;manovale;attore|attore cinematografico;Rinaldo ambrogio;;antifascista;attore italiano;13;Giovanni Franzoni (attore)
F07446;Q110571376;umano;Giovanni Franz;Giovanni (Zane) Franzoni;1900;1605;m;m;Italia;Svizzera;Moggio Udinese;Cevio;manovale;landeshauptmann;Rinaldo ambrogio;;antifascista;1605-1689;13;
F07446;Q99507831;umano;Giovanni Franz;Giovanni Franzil;1900;1945;m;m;Italia;Italia;Moggio Udinese;;manovale;artista visuale;Rinaldo ambrogio;;antifascista;artista italiano (n. 1945);13;
F07446;Q133715448;umano;Giovanni Franz;Giovanni Franzi;1900;1960;m;;Italia;;Moggio Udinese;;manovale;artista;Rinaldo ambrogio;;antifascista;XXI secolo;13;
F07446;Q102404128;umano;Giovanni Franz;Giovanni Franzina;1900;0;m;m;Italia;;Moggio Udinese;;manovale;;Rinaldo ambrogio;;antifascista;Ph.D. Università di Trento 2012;13;
F07446;Q138609574;pagina di disambiguazione di un progetto Wikimedia;Giovanni Franz;Giovanni Franzoni;1900;0;m;;Italia;;Moggio Udinese;;manovale;;Rinaldo ambrogio;;antifascista;pagina di disambiguazione di un progetto Wikimedia;13;
F07670;Q131917687;umano;Cesare Frassoni;Cesare Frassoni;1879;1712;m;;Italia;;Trento;;bracciante|esercente (dato incerto);;Filippo;;socialista;;1;
F08417;Q3839664;umano;Luigi Fulci;Luigi Fulci;1872;1872;m;m;Italia;Regno d'Italia;Modica;Modica;avvocato|deputato;politico;Ludovico;;antifascista;avvocato e politico italiano;1;
G00159;Q60837803;umano;Amedeo Gabrielli;Amedeo Gabrielli;1885;1749;m;m;Italia;;Rocca Di Papa;;fornaio|operaio garzone;acquafortista|calcografo;Fortunato;;anarchico;;1;
G01034;Q2721098;umano;Carlo Galli;Carlo Galli;1889;1931;m;m;Italia;Italia;Carpi;Montecatini Terme;operaio;calciatore;Olivo;;comunista;calciatore e dirigente sportivo italiano (1931-2022);15;
G01034;Q12016223;umano;Carlo Galli;Carlo Galli;1889;1950;m;m;Italia;Italia;Carpi;Modena;operaio;politico;Olivo;;comunista;politico e politologo italiano;15;
